sample,codec,bits,reference_gap,method,total_frames,keyframe_count,middle_count,anchor_mib_per_frame_with_metadata,all_psnr,middle_psnr,given_psnr,all_ssim,middle_ssim,given_ssim
DAVIS/val/goat,q12,12,4,linear,90,24,66,0.18282572428385416,19.78531667985945,17.029311127762895,27.36433194812498,0.3513139631185267,0.15808685609337056,0.882688507437706
DAVIS/val/goat,q12,12,4,adapter,90,24,66,0.18282572428385416,20.358981188454283,17.811580912210392,27.36433194812498,0.37954679255684215,0.19658616896380077,0.882688507437706
DAVIS/val/goat,q12,12,8,dense_direct,90,13,77,0.09903060065375434,27.384890736298313,27.39476266034188,27.326418570809516,0.8829854971832699,0.8831154990505863,0.8822154861230117
DAVIS/val/goat,q12,12,8,linear,90,13,77,0.09903060065375434,17.745931911422616,16.1284471507469,27.326418570809516,0.23465001434087754,0.12532077884519255,0.8822154861230117
DAVIS/val/goat,q12,12,8,adapter,90,13,77,0.09903060065375434,18.322283103404626,16.80210438812847,27.326418570809516,0.2633257769048214,0.15883790391993213,0.8822154861230117
DAVIS/val/goat,q12,12,16,dense_direct,90,7,83,0.0533241695827908,27.384890736298313,27.39116028922712,27.310551751571072,0.8829854971832699,0.8830761694046388,0.8819103837013245
DAVIS/val/goat,q12,12,16,linear,90,7,83,0.0533241695827908,16.39889204126963,15.478631583774332,27.310551751571072,0.16535298021303282,0.10492042811161065,0.8819103837013245
DAVIS/val/goat,q12,12,16,adapter,90,7,83,0.0533241695827908,16.91943810963064,16.043079127780246,27.310551751571072,0.19243763006395764,0.1342893255403243,0.8819103837013245
DAVIS/val/goat,q16,16,4,dense_direct,90,24,66,0.24376322428385416,27.40733601409044,27.41490099507475,27.386532316383608,0.883700332376692,0.883805637106751,0.88341074436903
DAVIS/val/goat,q16,16,4,linear,90,24,66,0.24376322428385416,19.79119896961868,17.029259570795077,27.386532316383608,0.3515488377875752,0.15814450812159161,0.88341074436903
DAVIS/val/goat,q16,16,4,adapter,90,24,66,0.24376322428385416,20.36489712104916,17.81157523183664,27.386532316383608,0.37974994132916134,0.19660055840557272,0.88341074436903
DAVIS/val/goat,q16,16,8,dense_direct,90,13,77,0.13203841315375434,27.40733601409044,27.417353198841415,27.348003458257775,0.883700332376692,0.8838328161796967,0.882915620620434
DAVIS/val/goat,q16,16,8,linear,90,13,77,0.13203841315375434,17.74909614520857,16.128501404044425,27.348003458257775,0.2347943560944663,0.125371285460212,0.882915620620434
DAVIS/val/goat,q16,16,8,adapter,90,13,77,0.13203841315375434,18.325408012377007,16.802112677358178,27.348003458257775,0.2634359307587147,0.1588484506521906,0.882915620620434
DAVIS/val/goat,q16,16,16,dense_direct,90,7,83,0.0710976070827908,27.40733601409044,27.413758708270716,27.33118121166728,0.883700332376692,0.8837946631822241,0.8825818385396685
DAVIS/val/goat,q16,16,16,linear,90,7,83,0.0710976070827908,16.40047551245707,15.478608766740546,27.33118121166728,0.16544968477553793,0.10496865975928593,0.8825818385396685
DAVIS/val/goat,q16,16,16,adapter,90,7,83,0.0710976070827908,16.920938571011444,16.04296630011276,27.33118121166728,0.1925082427759965,0.1343092648200242,0.8825818385396685
