task_id,sequence,codec,reference_gap,target_index,base_method,keep_fraction,side_bits,keep_gaussians,fixed_payload_bytes,entropy_payload_bytes,fixed_mib_per_intermediate_frame,entropy_mib_per_intermediate_frame,entropy_ratio_vs_fixed,entropy_savings_bytes_vs_fixed,entropy_header_bytes,metadata_zlib_bytes,delta_zlib_bytes,residual_zlib_bytes,decoded_max_abs_diff_vs_fixed,base_psnr,entropy_psnr,delta_psnr_vs_base
stage79_00023463,car-shadow,q12,4,14,stage65_adapter,0.1,6,3686,43381,35451,0.04137134552001953,0.03380870819091797,0.8172010788133054,7930,30,61,2438,32922,0.0,18.907014427449866,22.87210780165576,3.9650933742058925
stage79_00030006,pigs,q12,4,7,linear,0.1,6,3686,43381,29431,0.04137134552001953,0.028067588806152344,0.6784306493626242,13950,30,50,2927,26424,0.0,25.003496428394982,27.524169301809223,2.5206728734142416
stage79_00030006,pigs,q12,4,7,stage65_adapter,0.1,6,3686,43381,35138,0.04137134552001953,0.03351020812988281,0.809985938544524,8243,30,61,2878,32169,0.0,25.441533496223347,27.108897117844045,1.667363621620698
stage79_00028808,motocross-jump,q12,4,18,linear,0.1,6,3686,43381,28689,0.04137134552001953,0.027359962463378906,0.6613263871280054,14692,30,50,1668,26941,0.0,12.419596784028208,15.10858874796872,2.688991963940513
stage79_00028808,motocross-jump,q12,4,18,stage65_adapter,0.1,6,3686,43381,34151,0.04137134552001953,0.032568931579589844,0.7872340425531915,9230,30,63,1835,32223,0.0,12.565425495253281,15.222115445958309,2.6566899507050277
stage79_00024351,dance-twirl,q12,4,63,linear,0.1,6,3686,43381,30393,0.04137134552001953,0.028985023498535156,0.7006062561951084,12988,30,50,2897,27416,0.0,20.835737546340667,22.905727545483337,2.0699899991426705
stage79_00024351,dance-twirl,q12,4,63,stage65_adapter,0.1,6,3686,43381,35821,0.04137134552001953,0.03416156768798828,0.8257301583642609,7560,30,61,2920,32810,0.0,20.785028293208,22.300706248349154,1.5156779551411539
stage79_00023271,car-roundabout,q12,8,58,linear,0.1,6,3686,43381,30392,0.04137134552001953,0.02898406982421875,0.7005832046287546,12989,30,50,2590,27722,0.0,14.322265181333528,17.24979947022774,2.9275342888942113
stage79_00023271,car-roundabout,q12,8,58,stage65_adapter,0.1,6,3686,43381,35864,0.04137134552001953,0.03420257568359375,0.8267213757174801,7517,30,61,2598,33175,0.0,14.737435656866172,17.745245002285614,3.0078093454194423
stage79_00021631,blackswan,q12,8,21,linear,0.1,6,3686,43381,31158,0.04137134552001953,0.029714584350585938,0.7182407044558677,12223,30,50,2860,28218,0.0,18.94214745174952,21.374117496566747,2.431970044817227
