target_key,category,sequence,target_index,schedule,final_type,row_source,psnr,ssim,ms_ssim,lpips,payload_bytes,status_note
gold-fish:00055,normal_residual_control,gold-fish,55,stage165_adaptive,middle_recovery,stage174_rendered,33.304551467092345,0.9056475758552551,0.982086718082428,0.07445908337831497,185201.0,Stage174 rendered/reused middle recovery
gold-fish:00055,normal_residual_control,gold-fish,55,uniform_gap4,middle_recovery,stage174_rendered,33.303051185573665,0.9053661227226257,0.9820603132247925,0.07468410581350327,186524.0,Stage174 rendered/reused middle recovery
gold-fish:00070,normal_residual_control,gold-fish,70,uniform_gap8,middle_recovery,stage174_rendered,33.43463997708507,0.9012097716331482,0.9816533327102661,0.07719160616397858,192241.0,Stage174 rendered/reused middle recovery
gold-fish:00070,normal_residual_control,gold-fish,70,stage165_adaptive,middle_recovery,stage174_rendered,33.43463997708507,0.9012097716331482,0.9816533327102661,0.07719160616397858,192241.0,Stage174 rendered/reused middle recovery
gold-fish:00070,normal_residual_control,gold-fish,70,uniform_gap4,middle_recovery,stage174_rendered,33.52168948008948,0.8979284167289734,0.9808476567268372,0.08349402248859406,195876.0,Stage174 rendered/reused middle recovery
horsejump-high:00015,selector_false_positive_keyframe_control,horsejump-high,15,uniform_gap8,middle_recovery,stage174_rendered,28.119707176231408,0.8791284561157227,0.9840161204338074,0.1598365157842636,213145.0,Stage174 rendered/reused middle recovery
horsejump-high:00015,selector_false_positive_keyframe_control,horsejump-high,15,stage165_adaptive,q12_target_keyframe,stage174_keyframe_marker,28.29748915560141,0.8937705159187317,0.9895212650299072,0.13833294808864594,0.0,Target is transmitted as q12 keyframe; PSNR is keyframe render quality
horsejump-high:00015,selector_false_positive_keyframe_control,horsejump-high,15,uniform_gap4,middle_recovery,stage174_rendered,28.099262144365802,0.8766851425170898,0.9837742447853088,0.16000674664974213,210595.0,Stage174 rendered/reused middle recovery
horsejump-high:00046,high_payload_residual_control_extension,horsejump-high,46,uniform_gap8,middle_recovery,stage174_rendered,27.609750083354182,0.8734596371650696,0.9830613732337952,0.15531954169273376,220046.0,Stage174 rendered/reused middle recovery
horsejump-high:00046,high_payload_residual_control_extension,horsejump-high,46,stage165_adaptive,middle_recovery,stage174_rendered,27.609750083354182,0.8734596371650696,0.9830613732337952,0.15531954169273376,220046.0,Stage174 rendered/reused middle recovery
