stage97_task_id,source_task_id,sequence,codec,reference_gap,target_index,base_method,candidate,keep_fraction,keep_gaussians,precision_at_keep,energy_recall_total,oracle_energy_recall_total,relative_energy_recall_vs_oracle,base_psnr,sideinfo_psnr,teacher_oracle_sideinfo_psnr,delta_psnr_vs_base,gap_to_teacher_oracle_psnr
stage97_00012282,stage79_00024697,dog,q12,4,23,stage65_adapter,endpoint_diff_baseline,0.1,3686,0.17091698944568634,0.1086612194776535,0.19262994825839996,0.5640930533409119,20.70005707111893,21.5593071567785,23.30700036243657,0.8592500856595713,-1.7476932056580665
stage97_00014948,stage79_00030048,pigs,q12,4,63,linear,teacher_oracle_topk,0.1,3686,1.0,0.650629997253418,0.650629997253418,1.0,26.591030973570312,28.25712767083151,28.25712767083151,1.666096697261196,0.0
stage97_00014948,stage79_00030048,pigs,q12,4,63,linear,mlp_importance,0.1,3686,0.38279977440834045,0.35846200585365295,0.650629997253418,0.5509459972381592,26.591030973570312,27.407372997341998,28.25712767083151,0.8163420237716856,-0.8497546734895103
stage97_00014948,stage79_00030048,pigs,q12,4,63,linear,endpoint_diff_baseline,0.1,3686,0.34074878692626953,0.3137834072113037,0.650629997253418,0.4822762608528137,26.591030973570312,27.773381708842486,28.25712767083151,1.1823507352721734,-0.48374596198902253
stage97_00014948,stage79_00030048,pigs,q12,4,63,stage65_adapter,teacher_oracle_topk,0.1,3686,1.0,0.17487986385822296,0.17487986385822296,1.0,25.948488334018016,26.964644660872903,26.964644660872903,1.0161563268548868,0.0
stage97_00014948,stage79_00030048,pigs,q12,4,63,stage65_adapter,mlp_importance,0.1,3686,0.4750407040119171,0.13764704763889313,0.17487986385822296,0.7870948910713196,25.948488334018016,26.610730894029103,26.964644660872903,0.6622425600110873,-0.3539137668437995
stage97_00014948,stage79_00030048,pigs,q12,4,63,stage65_adapter,endpoint_diff_baseline,0.1,3686,0.31172001361846924,0.12210234254598618,0.17487986385822296,0.6982069611549377,25.948488334018016,26.91067519688516,26.964644660872903,0.9621868628671422,-0.053969463987744604
stage97_00015544,stage79_00031098,soapbox,q12,16,87,linear,teacher_oracle_topk,0.1,3686,1.0,0.4715755879878998,0.4715755879878998,1.0,14.462571509964528,17.87277629133499,17.87277629133499,3.410204781370462,0.0
stage97_00015544,stage79_00031098,soapbox,q12,16,87,linear,mlp_importance,0.1,3686,0.1760716289281845,0.17161957919597626,0.4715755879878998,0.36392804980278015,14.462571509964528,15.611973823410057,17.87277629133499,1.1494023134455293,-2.2608024679249326
stage97_00015544,stage79_00031098,soapbox,q12,16,87,linear,endpoint_diff_baseline,0.1,3686,0.08979924023151398,0.13540205359458923,0.4715755879878998,0.28712692856788635,14.462571509964528,15.412004703040258,17.87277629133499,0.9494331930757305,-2.4607715882947314
