step,sample,frame_gap,target_frame_index,normalized_time,rgb_mse,rgb_psnr
98,meetroom,8,9,0.125,0.0012081301538273692,29.17886275943243
99,n3dv,16,63,0.9375,0.0009682733798399568,30.140020077806668
100,meetroom,2,3,0.5,0.0010317781707271934,29.86413664709474
101,n3dv,8,23,0.875,0.0008610680233687162,30.64962538433982
102,n3dv,4,11,0.75,0.0008876714273355901,30.517477591105756
103,driving,16,49,0.0625,0.0020598655100911856,26.861611340638483
104,n3dv,8,31,0.875,0.000872806936968118,30.59081810683919
105,n3dv,8,17,0.125,0.0008947690948843956,30.482890247463533
106,meetroom,16,31,0.9375,0.0010768705978989601,29.678364805412436
107,driving,16,31,0.9375,0.001294170506298542,28.88008501823152
108,meetroom,2,5,0.5,0.0010306625626981258,29.868834987758714
109,meetroom,4,1,0.25,0.0009759164531715214,30.105873600788534
110,meetroom,4,3,0.75,0.001224742503836751,29.11955210007821
111,meetroom,8,17,0.125,0.001151285134255886,29.388171030442777
112,driving,16,63,0.9375,0.0021561558824032545,26.663198444035242
113,driving,16,15,0.9375,0.003383483737707138,24.70635906557792
114,n3dv,16,49,0.0625,0.0009807359892874956,30.084478874488383
115,meetroom,4,5,0.25,0.0013344689505174756,28.74691526616676
116,n3dv,16,31,0.9375,0.0008724885410629213,30.59240268192074
117,n3dv,8,25,0.125,0.0008555740350857377,30.67742403845827
118,driving,16,1,0.0625,0.007872377522289753,21.038940873516268
119,meetroom,8,1,0.125,0.0009808061877265573,30.08416802932693
120,driving,4,7,0.75,0.0024830964393913746,26.050064128328035
121,driving,8,25,0.125,0.002754698973149061,25.599258528714234
122,meetroom,16,49,0.0625,0.0012338431552052498,29.087400438345114
123,meetroom,8,15,0.875,0.0008927079034037888,30.492906202732325
124,n3dv,8,1,0.125,0.0014853590400889516,28.28168556257646
125,driving,16,33,0.0625,0.0021331936586648226,26.709697160124914
126,driving,8,15,0.875,0.0032510757446289062,24.879729120507328
127,meetroom,4,9,0.25,0.001092338701710105,29.61642678960711
128,meetroom,8,7,0.875,0.0011281647020950913,29.476274925605797
129,driving,4,5,0.25,0.0028002543840557337,25.52802514167256
130,n3dv,4,7,0.75,0.0009255125187337399,30.33617702486211
131,n3dv,4,9,0.25,0.0009022106532938778,30.4469204906337
132,driving,4,13,0.25,0.0038253632374107838,24.173273201147516
133,driving,4,11,0.75,0.005107820965349674,22.91764333633244
134,driving,8,9,0.125,0.005153894890099764,22.87864442811724
135,meetroom,16,47,0.9375,0.001043706783093512,29.814214940257926
136,n3dv,2,5,0.5,0.0009781873086467385,30.095779761706815
137,meetroom,16,63,0.9375,0.0015961414901539683,27.969286131923813
138,n3dv,2,3,0.5,0.0009866178734228015,30.058510211883064
139,n3dv,4,13,0.25,0.0009074260597117245,30.421887527022594
140,driving,2,7,0.5,0.002428164007142186,26.14721982756867
141,meetroom,4,7,0.75,0.0011334498412907124,29.45597694004736
142,n3dv,16,17,0.0625,0.0008981917635537684,30.46630931748866
143,n3dv,2,7,0.5,0.0008835177286528051,30.537847315235602
144,n3dv,4,3,0.75,0.001054970663972199,29.767596168138084
145,driving,8,17,0.125,0.0015977874863892794,27.964809844875703
146,n3dv,16,15,0.9375,0.0008762232027947903,30.573852506872647
147,meetroom,16,33,0.0625,0.001177879166789353,29.288992595389168
148,n3dv,8,15,0.875,0.0008636448183096945,30.636648283114813
149,n3dv,8,7,0.875,0.0009076489368453622,30.42082096712891
150,n3dv,16,33,0.0625,0.0009219818748533726,30.352776166128976
151,meetroom,8,23,0.875,0.0015539563028141856,28.0856119770595
152,driving,8,31,0.875,0.0012878173729404807,28.90145720476001
153,n3dv,2,1,0.5,0.0011883297702297568,29.250630227240993
154,meetroom,8,25,0.125,0.0014081671833992004,28.513457809059254
155,driving,16,17,0.0625,0.001608378137461841,27.936118388545115
156,meetroom,8,31,0.875,0.0011235217098146677,29.494185312896946
157,meetroom,16,17,0.0625,0.0011594535317271948,29.35746652216904
158,n3dv,16,1,0.0625,0.0015321025857701898,28.147121544538575
159,meetroom,2,7,0.5,0.0009617002797313035,30.169602576299468
160,driving,4,9,0.25,0.004866980481892824,23.12740395409101
161,driving,4,1,0.25,0.006178529001772404,22.091149104218808
162,meetroom,4,11,0.75,0.0009873058879747987,30.0554827298562
163,meetroom,4,13,0.25,0.0009880198631435633,30.052343242717555
164,driving,4,15,0.75,0.0029642190784215927,25.28089701828485
165,n3dv,4,5,0.25,0.0010815801797434688,29.659412798962556
166,driving,16,47,0.9375,0.002088303444907069,26.802063950981072
167,meetroom,16,1,0.0625,0.0009601555066183209,30.176584230053184
168,driving,8,23,0.875,0.0029499465599656105,25.301858514531137
169,driving,16,1,0.0625,0.007879290729761124,21.035128746442737
170,meetroom,16,47,0.9375,0.0010382664622738957,29.83691174190603
171,n3dv,16,49,0.0625,0.0009729884332045913,30.118923225531056
172,meetroom,2,5,0.5,0.0010251108324155211,29.892291772381544
173,meetroom,16,17,0.0625,0.00115836167242378,29.361558207344927
174,n3dv,4,15,0.75,0.0008695319993421435,30.6071443104827
175,n3dv,8,15,0.875,0.0008605944458395243,30.65201461122427
176,n3dv,8,17,0.125,0.0008873138576745987,30.51922735809342
177,driving,4,9,0.25,0.004865413065999746,23.128802829045554
178,meetroom,8,7,0.875,0.001125164795666933,29.48783864568311
179,n3dv,16,33,0.0625,0.0009192833676934242,30.365505973664987
180,meetroom,16,33,0.0625,0.00117537344340235,29.298241260379125
181,meetroom,16,1,0.0625,0.0009590710396878421,30.181492228587757
182,n3dv,8,31,0.875,0.0008656129939481616,30.62676232877953
183,meetroom,8,17,0.125,0.0011463911505416036,29.40667175093077
184,n3dv,2,7,0.5,0.0008793906308710575,30.558181657150335
185,driving,8,25,0.125,0.002752763219177723,25.60231143138823
186,n3dv,4,13,0.25,0.0009031858644448221,30.442228680734033
187,n3dv,4,11,0.75,0.0008755779708735645,30.577051736098202
188,n3dv,16,1,0.0625,0.001527672284282744,28.159698004673402
189,meetroom,4,5,0.25,0.0013264409499242902,28.773120790347306
190,meetroom,4,7,0.75,0.0011295982403680682,29.470759928140787
191,meetroom,4,15,0.75,0.0008583231829106808,30.663491572243316
192,meetroom,4,3,0.75,0.0012157869059592485,29.15142538283595
193,meetroom,16,31,0.9375,0.0010674691293388605,29.716446756955797
194,meetroom,16,63,0.9375,0.0015981034375727177,27.963951143128803
195,driving,4,5,0.25,0.0027957335114479065,25.535042277845037
196,driving,16,49,0.0625,0.002051006071269512,26.880330540563317
197,meetroom,4,1,0.25,0.000967947649769485,30.141481303269742
198,n3dv,16,63,0.9375,0.0009583085775375366,30.184946245924934
199,driving,8,9,0.125,0.00514886062592268,22.882888638946387
200,n3dv,16,31,0.9375,0.0008656368008814752,30.626642886515327
201,driving,16,47,0.9375,0.0020855290349572897,26.807837594820406
202,n3dv,4,7,0.75,0.0009187403484247625,30.36807210245582
203,meetroom,8,15,0.875,0.0008838399080559611,30.536263926162363
204,driving,4,3,0.75,0.004109020810574293,23.862616592018195
205,n3dv,4,1,0.25,0.0013769621727988124,28.610779902952856
206,meetroom,8,1,0.125,0.0009741820977069438,30.113598556085577
207,meetroom,8,31,0.875,0.0011196688283234835,29.509104124188845
208,meetroom,2,7,0.5,0.000956829113420099,30.191656188852
209,meetroom,16,49,0.0625,0.001232991344295442,29.09039972177927
210,meetroom,8,23,0.875,0.0015438294503837824,28.114006786429755
211,driving,2,1,0.5,0.0034760241396725178,24.589172162020347
212,driving,2,3,0.5,0.003288477659225464,24.830051042405042
213,driving,4,11,0.75,0.0050894771702587605,22.933268293987943
214,driving,16,15,0.9375,0.003361148526892066,24.7351229592552
215,driving,4,7,0.75,0.002472935477271676,26.0678721490859
216,driving,2,7,0.5,0.0024257772602140903,26.15149079438519
217,n3dv,4,3,0.75,0.0010482302168384194,29.795433252506367
218,driving,16,31,0.9375,0.0012692150194197893,28.964647972613975
219,driving,2,5,0.5,0.003187639871612191,24.965307495739587
220,meetroom,4,13,0.25,0.0009843789739534259,30.06837671273101
221,driving,4,15,0.75,0.002953973598778248,25.295933905258163
222,driving,8,23,0.875,0.002938793273642659,25.31830962846723
223,driving,8,7,0.875,0.0023749270476400852,26.243497263734135
224,n3dv,2,5,0.5,0.0009693291503936052,30.135287266367495
225,meetroom,8,9,0.125,0.00119498569983989,29.22637291801857
226,meetroom,2,1,0.5,0.0008770324639044702,30.569843306549064
227,driving,4,1,0.25,0.006185052450746298,22.086566130966062
228,n3dv,16,47,0.9375,0.001028893282637,29.87629668158215
229,n3dv,2,3,0.5,0.0009757571388036013,30.106582626635007
230,n3dv,8,9,0.125,0.0009120494942180812,30.39981593160014
231,driving,16,63,0.9375,0.002135141286998987,26.70573381466212
232,n3dv,8,7,0.875,0.0009012597729451954,30.45150012909787
233,n3dv,2,1,0.5,0.0011815036414191127,29.27564935524807
234,n3dv,16,17,0.0625,0.0008919139509089291,30.496770429871827
235,meetroom,4,9,0.25,0.0010835864813998342,29.65136421772939
236,n3dv,8,1,0.125,0.0014705648645758629,28.325158146073832
237,meetroom,4,11,0.75,0.000981359975412488,30.081716586151014
238,n3dv,8,23,0.875,0.000848344003316015,30.714280057064617
239,n3dv,4,5,0.25,0.0010737647535279393,29.690908559134336
240,meetroom,16,15,0.9375,0.0008826652774587274,30.54203957478228
241,meetroom,8,25,0.125,0.0014118840917944908,28.502009550974282
242,driving,8,17,0.125,0.0016010872786864638,27.955849931158234
243,driving,8,31,0.875,0.0012681355001404881,28.96834339656728
244,n3dv,8,25,0.125,0.0008444199920631945,30.734414931048526
245,n3dv,16,15,0.9375,0.0008658424485474825,30.625611264022453
246,driving,16,33,0.0625,0.002117337891831994,26.742098302902242
247,meetroom,2,3,0.5,0.001020926865749061,29.9100536754994
248,n3dv,4,9,0.25,0.0008895216742530465,30.508434653497957
249,driving,16,17,0.0625,0.0016136163612827659,27.921997112387725
250,driving,8,1,0.125,0.007426613010466099,21.292092059212035
251,driving,4,13,0.25,0.003829535096883774,24.168539459042393
252,driving,8,15,0.875,0.0032254697289317846,24.91407029609205
253,n3dv,4,5,0.25,0.0010725266765803099,29.695918969543875
254,driving,4,13,0.25,0.0038292892277240753,24.168818299801337
255,meetroom,4,13,0.25,0.0009841948049142957,30.069189317252352
256,n3dv,8,15,0.875,0.0008544012671336532,30.68338116227568
257,meetroom,2,3,0.5,0.0010206338483840227,29.911300327874038
258,n3dv,16,33,0.0625,0.000913140014745295,30.394626255663454
259,meetroom,8,15,0.875,0.0008810664876364172,30.54991317326791
260,meetroom,8,1,0.125,0.0009723986149765551,30.12155668410014
261,meetroom,2,7,0.5,0.0009547201916575432,30.201238923165047
262,driving,4,9,0.25,0.004859847482293844,23.133773600869944
263,meetroom,4,9,0.25,0.0010824789060279727,29.655805578705888
264,driving,8,23,0.875,0.002932943170890212,25.326963518874663
265,meetroom,8,25,0.125,0.0014119266998022795,28.501878491041204
266,meetroom,8,23,0.875,0.0015379326650872827,28.13062678722622
267,n3dv,16,47,0.9375,0.0010271896608173847,29.883493606464793
268,driving,2,5,0.5,0.003180919447913766,24.974473286196105
269,n3dv,8,9,0.125,0.0009087159996852279,30.415718252942025
270,driving,4,7,0.75,0.0024651179555803537,26.081622949538815
271,meetroom,8,31,0.875,0.001116567407734692,29.52115053225298
272,meetroom,4,3,0.75,0.0012109726667404175,29.168656593489185
273,driving,8,7,0.875,0.002369298366829753,26.25380244930073
274,driving,2,1,0.5,0.0034669595770537853,24.600512219619553
275,meetroom,8,7,0.875,0.0011229239171370864,29.496496680367486
276,n3dv,4,7,0.75,0.0009134211577475071,30.393289329670615
277,meetroom,16,33,0.0625,0.001172004733234644,29.310706343814633
278,meetroom,2,1,0.5,0.0008747692336328328,30.581064998667472
279,driving,16,1,0.0625,0.00788835808634758,21.030133831334016
280,n3dv,4,13,0.25,0.0008971426286734641,30.471385068759567
281,driving,8,15,0.875,0.003223336534574628,24.91694349318955
282,n3dv,16,31,0.9375,0.0008617196581326425,30.64633999521469
283,n3dv,8,17,0.125,0.0008803171222098172,30.553608510132833
284,n3dv,4,3,0.75,0.0010435677831992507,29.81479336810951
285,n3dv,2,1,0.5,0.0011783359805122018,29.287308609257394
286,meetroom,2,5,0.5,0.0010212770430371165,29.908564303505486
287,driving,16,17,0.0625,0.0016159826191142201,27.915633146402563
288,n3dv,8,31,0.875,0.0008592760423198342,30.658672967066988
289,n3dv,16,15,0.9375,0.0008616690174676478,30.646595224481135
290,meetroom,4,11,0.75,0.000979981618002057,30.087820705066328
291,driving,8,25,0.125,0.002752904314547777,25.602088835525784
292,driving,4,15,0.75,0.002945608925074339,25.308249129435833
293,driving,4,5,0.25,0.0027883558068424463,25.546518090930967
294,n3dv,2,5,0.5,0.0009624524391256273,30.16620722531819
295,driving,8,1,0.125,0.00742664048448205,21.292075992949478
296,n3dv,16,63,0.9375,0.0009511251118965447,30.217623517981615
297,driving,8,31,0.875,0.0012641907669603825,28.981873858741004
298,driving,2,7,0.5,0.0024177629966288805,26.16586273492191
299,meetroom,4,1,0.25,0.0009643260855227709,30.157760851877825
300,meetroom,16,47,0.9375,0.0010241118725389242,29.896525990510845
301,meetroom,16,15,0.9375,0.0008785490063019097,30.562340081323867
302,n3dv,8,23,0.875,0.0008422911632806063,30.74537755593161
303,driving,8,17,0.125,0.0016043343348428607,27.947051219328554
304,meetroom,8,17,0.125,0.001144604990258813,29.41344364982635
305,n3dv,2,7,0.5,0.000870182178914547,30.60389815180656
306,n3dv,16,49,0.0625,0.0009587566019035876,30.18291632523613
307,driving,2,3,0.5,0.0032743767369538546,24.84871353828357
308,meetroom,16,63,0.9375,0.0016034372383728623,27.949480345267975
309,driving,16,47,0.9375,0.002074889140203595,26.830051023658733
310,driving,8,9,0.125,0.005147861782461405,22.88373122202802
311,n3dv,16,1,0.0625,0.0015137918526306748,28.199338365060097
312,meetroom,16,31,0.9375,0.0010612196056172252,29.741947351948703
313,meetroom,4,7,0.75,0.0011267189402133226,29.48184405105119
314,n3dv,4,9,0.25,0.0008823108510114253,30.54378379613338
315,meetroom,4,15,0.75,0.0008548288606107235,30.681208236717566
316,driving,4,3,0.75,0.004091661423444748,23.881003104469713
317,driving,16,33,0.0625,0.0021140065509825945,26.748936712144094
318,meetroom,8,9,0.125,0.0011923557613044977,29.235941455023315
319,driving,4,11,0.75,0.005078207701444626,22.94289540219569
320,driving,16,31,0.9375,0.0012557843001559377,29.010849508032827
321,n3dv,4,1,0.25,0.0013647068990394473,28.649606129442716
322,n3dv,4,15,0.75,0.0008578732376918197,30.665768802609744
323,meetroom,4,5,0.25,0.0013197243679314852,28.795167642381752
324,driving,4,1,0.25,0.0061876848340034485,22.084718149369472
325,driving,16,15,0.9375,0.0033461512066423893,24.754544379322976
326,n3dv,2,3,0.5,0.0009651309810578823,30.154137431427177
327,n3dv,8,7,0.875,0.0008940380648709834,30.486439901397702
328,meetroom,16,1,0.0625,0.000952729198615998,30.210305246076537
329,n3dv,8,25,0.125,0.0008360872161574662,30.777484169147368
330,meetroom,16,49,0.0625,0.0012353280326351523,29.082177032572176
331,driving,16,63,0.9375,0.0021294807083904743,26.71726289977419
332,driving,16,49,0.0625,0.0020459871739149094,26.89097093163174
333,n3dv,8,1,0.125,0.0014600438298657537,28.356341066928753
334,n3dv,16,17,0.0625,0.0008850886370055377,30.530132347995547
335,n3dv,4,11,0.75,0.0008616875857114792,30.646501638675154
336,meetroom,16,17,0.0625,0.0011550288181751966,29.374071799118088
337,n3dv,2,1,0.5,0.0011741174384951591,29.30288461572561
338,driving,16,15,0.9375,0.003344084369018674,24.757227741346256
339,n3dv,4,1,0.25,0.0013639603275805712,28.65198261470896
340,n3dv,16,33,0.0625,0.0009060612064786255,30.42842463760186
341,meetroom,16,49,0.0625,0.0012351945042610168,29.08264649306286
342,n3dv,8,9,0.125,0.0009021487203426659,30.44721862568776
343,driving,8,7,0.875,0.0023666706401854753,26.2586217684178
344,driving,8,31,0.875,0.0012598021421581507,28.99697657514426
345,driving,2,1,0.5,0.003462784457951784,24.605745403984017
346,driving,16,49,0.0625,0.0020458132494241,26.891340130707242
347,meetroom,8,7,0.875,0.0011214042315259576,29.50237809460187
348,n3dv,8,23,0.875,0.0008403791580349207,30.755247269260888
349,meetroom,2,1,0.5,0.0008715844596736133,30.5969052181514
350,driving,4,15,0.75,0.0029409299604594707,25.31515318283876
351,driving,4,11,0.75,0.005073878914117813,22.94659901236863
352,driving,4,1,0.25,0.00619029626250267,22.082885655047363
353,driving,16,47,0.9375,0.0020726206712424755,26.834801747322864
354,meetroom,4,5,0.25,0.0013178727822378278,28.80126511319201
355,n3dv,16,47,0.9375,0.0010241067502647638,29.896547712561198
356,n3dv,16,49,0.0625,0.0009555395809002221,30.197513186450458
357,driving,16,33,0.0625,0.0021113883703947067,26.75431874884658
358,n3dv,8,25,0.125,0.0008347820839844644,30.78426880294389
359,driving,16,17,0.0625,0.0016187815926969051,27.908117426518647
360,meetroom,4,3,0.75,0.0012071385281160474,29.182428885238288
361,n3dv,8,15,0.875,0.0008471559849567711,30.720366166245693
362,n3dv,8,1,0.125,0.0014582104049623013,28.36179807210543
363,driving,16,1,0.0625,0.00789417140185833,21.026934482378014
364,n3dv,16,63,0.9375,0.000948971719481051,30.227467298870735
365,meetroom,8,1,0.125,0.0009704430121928453,30.130299628174598
366,n3dv,16,15,0.9375,0.000855655234772712,30.677011883563154
367,n3dv,4,13,0.25,0.0008923477726057172,30.49465856062894
368,n3dv,8,31,0.875,0.0008545622695237398,30.68256285985676
369,meetroom,4,15,0.75,0.0008529335027560592,30.690848264079023
370,n3dv,4,11,0.75,0.0008599950233474374,30.655040619413157
371,driving,8,15,0.875,0.0032153914216905832,24.927661512209415
372,n3dv,8,17,0.125,0.0008747976389713585,30.580923977687107
373,n3dv,2,7,0.5,0.0008667799411341548,30.620911476008914
374,meetroom,8,9,0.125,0.0011899224482476711,29.244813423012598
375,meetroom,8,15,0.875,0.0008750669076107442,30.57958739554552
376,n3dv,4,3,0.75,0.0010379285085946321,29.838325591967305
377,driving,2,5,0.5,0.0031748060137033463,24.982828057269586
378,driving,2,7,0.5,0.0024195832666009665,26.162594276561705
379,meetroom,4,9,0.25,0.0010773027315735817,29.6766223896998
380,meetroom,16,47,0.9375,0.0010163482511416078,29.929574557977695
381,driving,4,9,0.25,0.004858857486397028,23.134658389034556
382,meetroom,8,31,0.875,0.001111467950977385,29.541030556049748
383,driving,16,31,0.9375,0.0012522632023319602,29.023043809443422
384,meetroom,16,17,0.0625,0.0011534403311088681,29.380048671510597
