stage97_task_id,source_task_id,sequence,codec,reference_gap,target_index,base_method,candidate,keep_fraction,keep_gaussians,precision_at_keep,energy_recall_total,oracle_energy_recall_total,relative_energy_recall_vs_oracle,base_psnr,sideinfo_psnr,teacher_oracle_sideinfo_psnr,delta_psnr_vs_base,gap_to_teacher_oracle_psnr
stage97_00012636,stage79_00025344,drift-chicane,q12,8,22,linear,teacher_oracle_topk,0.1,3686,1.0,0.8843786120414734,0.8843786120414734,1.0,30.227087715591246,31.299808006663238,31.299808006663238,1.0727202910719917,0.0
stage97_00012636,stage79_00025344,drift-chicane,q12,8,22,linear,endpoint_diff_baseline,0.1,3686,0.4376017451286316,0.6951833367347717,0.8843786120414734,0.7860698103904724,30.227087715591246,31.07667285356152,31.299808006663238,0.8495851379702728,-0.22313515310171894
stage97_00012636,stage79_00025344,drift-chicane,q12,8,22,linear,shared_topk_bce,0.1,3686,0.48073792457580566,0.7524526715278625,0.8843786120414734,0.8508263826370239,30.227087715591246,31.05836298709001,31.299808006663238,0.8312752714987646,-0.24144501957322717
stage97_00012636,stage79_00025344,drift-chicane,q12,8,22,linear,shared_energy_regression,0.1,3686,0.4953879415988922,0.762342631816864,0.8843786120414734,0.8620093464851379,30.227087715591246,31.11707332481871,31.299808006663238,0.8899856092274625,-0.18273468184452923
stage97_00012636,stage79_00025344,drift-chicane,q12,8,22,stage65_adapter,teacher_oracle_topk,0.1,3686,1.0,0.1303362250328064,0.1303362250328064,1.0,28.01149510704252,28.34528109805596,28.34528109805596,0.3337859910134391,0.0
stage97_00012636,stage79_00025344,drift-chicane,q12,8,22,stage65_adapter,endpoint_diff_baseline,0.1,3686,0.19017904996871948,0.10579060763120651,0.1303362250328064,0.8116746544837952,28.01149510704252,28.46960803071302,28.34528109805596,0.45811292367049816,0.12432693265705907
stage97_00012636,stage79_00025344,drift-chicane,q12,8,22,stage65_adapter,shared_topk_bce,0.1,3686,0.2750949561595917,0.1076081320643425,0.1303362250328064,0.8256195187568665,28.01149510704252,28.6034250210724,28.34528109805596,0.5919299140298797,0.2581439230164406
stage97_00012636,stage79_00025344,drift-chicane,q12,8,22,stage65_adapter,shared_energy_regression,0.1,3686,0.2718393802642822,0.1086917519569397,0.1303362250328064,0.8339335322380066,28.01149510704252,28.556176946555908,28.34528109805596,0.5446818395133874,0.21089584849994836
stage97_00014019,stage79_00028045,libby,q12,16,41,linear,teacher_oracle_topk,0.1,3686,1.0,0.5078603625297546,0.5078603625297546,1.0,16.630943048484713,19.53936319254192,19.53936319254192,2.9084201440572066,0.0
stage97_00014019,stage79_00028045,libby,q12,16,41,linear,endpoint_diff_baseline,0.1,3686,0.19153553247451782,0.18579262495040894,0.5078603625297546,0.3658340871334076,16.630943048484713,17.7285769567749,19.53936319254192,1.097633908290188,-1.8107862357670186
stage97_00014019,stage79_00028045,libby,q12,16,41,linear,shared_topk_bce,0.1,3686,0.2729245722293854,0.22617310285568237,0.5078603625297546,0.44534504413604736,16.630943048484713,17.55461355982542,19.53936319254192,0.9236705113407062,-1.9847496327165004
stage97_00014019,stage79_00028045,libby,q12,16,41,linear,shared_energy_regression,0.1,3686,0.2650569677352905,0.22238095104694366,0.5078603625297546,0.4378781318664551,16.630943048484713,17.663205022673438,19.53936319254192,1.0322619741887245,-1.8761581698684822
stage97_00014019,stage79_00028045,libby,q12,16,41,stage65_adapter,teacher_oracle_topk,0.1,3686,1.0,0.2645181715488434,0.2645181715488434,1.0,16.94592506096274,19.99356855822414,19.99356855822414,3.047643497261401,0.0
stage97_00014019,stage79_00028045,libby,q12,16,41,stage65_adapter,endpoint_diff_baseline,0.1,3686,0.32121542096138,0.15425246953964233,0.2645181715488434,0.5831450819969177,16.94592506096274,17.911863688897427,19.99356855822414,0.9659386279346869,-2.081704869326714
stage97_00014019,stage79_00028045,libby,q12,16,41,stage65_adapter,shared_topk_bce,0.1,3686,0.4725990295410156,0.18953293561935425,0.2645181715488434,0.7165214419364929,16.94592506096274,17.79177183151202,19.99356855822414,0.8458467705492794,-2.2017967267121215
stage97_00014019,stage79_00028045,libby,q12,16,41,stage65_adapter,shared_energy_regression,0.1,3686,0.48779165744781494,0.19261908531188965,0.2645181715488434,0.7281884551048279,16.94592506096274,17.850221533922102,19.99356855822414,0.9042964729593628,-2.143347024302038
stage97_00013781,stage79_00027567,kite-surf,q12,16,43,linear,teacher_oracle_topk,0.1,3686,1.0,0.6210517287254333,0.6210517287254333,1.0,20.022079424189236,23.624715976034988,23.624715976034988,3.6026365518457517,0.0
stage97_00013781,stage79_00027567,kite-surf,q12,16,43,linear,endpoint_diff_baseline,0.1,3686,0.2053716778755188,0.19828464090824127,0.6210517287254333,0.31927233934402466,20.022079424189236,21.03115840817774,23.624715976034988,1.009078983988502,-2.59355756785725
stage97_00013781,stage79_00027567,kite-surf,q12,16,43,linear,shared_topk_bce,0.1,3686,0.31172001361846924,0.2719614803791046,0.6210517287254333,0.4379047155380249,20.022079424189236,21.086312840040527,23.624715976034988,1.064233415851291,-2.5384031359944608
stage97_00013781,stage79_00027567,kite-surf,q12,16,43,linear,shared_energy_regression,0.1,3686,0.3041236996650696,0.2616017460823059,0.6210517287254333,0.4212237596511841,20.022079424189236,21.09854048009741,23.624715976034988,1.0764610559081724,-2.5261754959375793
stage97_00013781,stage79_00027567,kite-surf,q12,16,43,stage65_adapter,teacher_oracle_topk,0.1,3686,1.0,0.22636280953884125,0.22636280953884125,1.0,20.423454611177306,23.925857638013195,23.925857638013195,3.502403026835889,0.0
stage97_00013781,stage79_00027567,kite-surf,q12,16,43,stage65_adapter,endpoint_diff_baseline,0.1,3686,0.2208355963230133,0.12566782534122467,0.22636280953884125,0.5551611185073853,20.423454611177306,21.47159417390082,23.925857638013195,1.048139562723513,-2.454263464112376
stage97_00013781,stage79_00027567,kite-surf,q12,16,43,stage65_adapter,shared_topk_bce,0.1,3686,0.44492673873901367,0.1633211225271225,0.22636280953884125,0.7215015888214111,20.423454611177306,21.36166331882494,23.925857638013195,0.938208707647636,-2.5641943191882532
