task_id,sequence,codec,reference_gap,target_index,predictor_name,base_method,full_predictor_method,setting_label,setting_role,keep_fraction,side_bits,adapter_delta_scale,keep_gaussians,residual_value_source,transmitted_residual_payload_bytes,transmitted_selected_index_bytes,q12_main_anchor_mib_per_frame,direct_total_mib_per_frame,amortized_total_mib_per_frame,base_psnr,full_predictor_psnr,selected_predicted_psnr,delta_psnr_vs_base,delta_psnr_vs_full_predictor
stage79_00024697,dog,q12,4,23,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top10,low_rate,0.1,4,0.5,3686,feed_forward_stage65_adapter_delta_scaled,0,0,0.18193822076791313,0.18193822076791313,0.18193822076791313,20.24060665929353,20.70005707111893,20.262668619333365,0.02206196003983507,-0.43738845178556574
stage79_00024697,dog,q12,4,23,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top10,low_rate,0.1,4,0.75,3686,feed_forward_stage65_adapter_delta_scaled,0,0,0.18193822076791313,0.18193822076791313,0.18193822076791313,20.24060665929353,20.70005707111893,20.272839157736122,0.03223249844259257,-0.42721791338280823
stage79_00024697,dog,q12,4,23,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top10,low_rate,0.1,4,1.0,3686,feed_forward_stage65_adapter_delta_scaled,0,0,0.18193822076791313,0.18193822076791313,0.18193822076791313,20.24060665929353,20.70005707111893,20.27095442113934,0.03034776184581034,-0.42910264997959047
stage79_00024697,dog,q12,4,23,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top10,low_rate,0.1,4,1.25,3686,feed_forward_stage65_adapter_delta_scaled,0,0,0.18193822076791313,0.18193822076791313,0.18193822076791313,20.24060665929353,20.70005707111893,20.212428818805733,-0.028177840487796146,-0.48762825231319695
stage79_00030048,pigs,q12,4,63,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top20,primary,0.2,4,0.0,7373,feed_forward_stage65_adapter_delta_scaled,0,0,0.18193822076791313,0.18193822076791313,0.18193822076791313,26.591030973570312,25.948488334018016,26.591030973570312,0.0,0.6425426395522962
stage79_00030048,pigs,q12,4,63,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top20,primary,0.2,4,0.25,7373,feed_forward_stage65_adapter_delta_scaled,0,0,0.18193822076791313,0.18193822076791313,0.18193822076791313,26.591030973570312,25.948488334018016,26.63460080375371,0.04356983018339733,0.6861124697356935
stage79_00030048,pigs,q12,4,63,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top20,primary,0.2,4,0.5,7373,feed_forward_stage65_adapter_delta_scaled,0,0,0.18193822076791313,0.18193822076791313,0.18193822076791313,26.591030973570312,25.948488334018016,26.584498264773227,-0.006532708797085007,0.6360099307552112
stage79_00030048,pigs,q12,4,63,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top20,primary,0.2,4,0.75,7373,feed_forward_stage65_adapter_delta_scaled,0,0,0.18193822076791313,0.18193822076791313,0.18193822076791313,26.591030973570312,25.948488334018016,26.473676503407304,-0.11735447016300782,0.5251881693892884
stage79_00030048,pigs,q12,4,63,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top20,primary,0.2,4,1.0,7373,feed_forward_stage65_adapter_delta_scaled,0,0,0.18193822076791313,0.18193822076791313,0.18193822076791313,26.591030973570312,25.948488334018016,26.302395527708875,-0.28863544586143774,0.35390719369085843
stage79_00030048,pigs,q12,4,63,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top20,primary,0.2,4,1.25,7373,feed_forward_stage65_adapter_delta_scaled,0,0,0.18193822076791313,0.18193822076791313,0.18193822076791313,26.591030973570312,25.948488334018016,26.028946948629855,-0.5620840249404573,0.0804586146118389
stage79_00030048,pigs,q12,4,63,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top10,low_rate,0.1,4,0.0,3686,feed_forward_stage65_adapter_delta_scaled,0,0,0.18193822076791313,0.18193822076791313,0.18193822076791313,26.591030973570312,25.948488334018016,26.591030973570312,0.0,0.6425426395522962
stage79_00030048,pigs,q12,4,63,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top10,low_rate,0.1,4,0.25,3686,feed_forward_stage65_adapter_delta_scaled,0,0,0.18193822076791313,0.18193822076791313,0.18193822076791313,26.591030973570312,25.948488334018016,26.620022869323222,0.028991895752909613,0.6715345353052058
stage79_00030048,pigs,q12,4,63,adapter_delta_selected_scaled_v1,linear,stage65_adapter,q4_top10,low_rate,0.1,4,0.5,3686,feed_forward_stage65_adapter_delta_scaled,0,0,0.18193822076791313,0.18193822076791313,0.18193822076791313,26.591030973570312,25.948488334018016,26.599925876848936,0.00889490327862319,0.6514375428309194
