policy,stage97_task_id,source_task_id,sequence,reference_gap,target_index,base_method,selected_candidate,base_psnr,endpoint_sideinfo_psnr,selected_sideinfo_psnr,teacher_oracle_sideinfo_psnr,delta_psnr_vs_endpoint,delta_psnr_vs_base,gap_to_teacher_oracle_psnr,precision_at_keep,energy_recall_total,relative_energy_recall_vs_oracle
group_best_mean_psnr,stage97_00011533,stage79_00023210,car-roundabout,4,59,linear,shared_energy_regression,16.10313152159008,17.229353462545085,17.342504286019405,19.415597793126246,0.11315082347432082,1.2393727644293264,-2.07309350710684,0.25583288073539734,0.22738724946975708,0.37628790736198425
oracle_task_best,stage97_00011533,stage79_00023210,car-roundabout,4,59,linear,shared_energy_regression,16.10313152159008,17.229353462545085,17.342504286019405,19.415597793126246,0.11315082347432082,1.2393727644293264,-2.07309350710684,0.25583288073539734,0.22738724946975708,0.37628790736198425
endpoint_only,stage97_00011533,stage79_00023210,car-roundabout,4,59,stage65_adapter,endpoint_diff_baseline,16.943869832801933,18.08087760494481,18.08087760494481,19.889523530509024,0.0,1.1370077721428764,-1.808645925564214,0.22002170979976654,0.13003066182136536,0.44907957315444946
always_shared_energy_regression,stage97_00011533,stage79_00023210,car-roundabout,4,59,stage65_adapter,shared_energy_regression,16.943869832801933,18.08087760494481,18.101778985582733,19.889523530509024,0.02090138063792324,1.1579091527807996,-1.7877445449262908,0.3239283859729767,0.16669534146785736,0.5757063031196594
always_shared_topk_bce,stage97_00011533,stage79_00023210,car-roundabout,4,59,stage65_adapter,shared_topk_bce,16.943869832801933,18.08087760494481,18.00519725795392,19.889523530509024,-0.07568034699088955,1.0613274251519869,-1.8843262725551035,0.3255561590194702,0.16740728914737701,0.5781651139259338
group_best_mean_psnr,stage97_00011533,stage79_00023210,car-roundabout,4,59,stage65_adapter,endpoint_diff_baseline,16.943869832801933,18.08087760494481,18.08087760494481,19.889523530509024,0.0,1.1370077721428764,-1.808645925564214,0.22002170979976654,0.13003066182136536,0.44907957315444946
oracle_task_best,stage97_00011533,stage79_00023210,car-roundabout,4,59,stage65_adapter,shared_energy_regression,16.943869832801933,18.08087760494481,18.101778985582733,19.889523530509024,0.02090138063792324,1.1579091527807996,-1.7877445449262908,0.3239283859729767,0.16669534146785736,0.5757063031196594
endpoint_only,stage97_00011548,stage79_00023225,car-roundabout,8,5,linear,endpoint_diff_baseline,14.467989279085348,15.372561228005177,15.372561228005177,17.995606893581535,0.0,0.9045719489198287,-2.623045665576358,0.11991318315267563,0.15299396216869354,0.27980077266693115
always_shared_energy_regression,stage97_00011548,stage79_00023225,car-roundabout,8,5,linear,shared_energy_regression,14.467989279085348,15.372561228005177,15.536875097740952,17.995606893581535,0.1643138697357749,1.0688858186556036,-2.458731795840583,0.1766142100095749,0.1851280778646469,0.338568776845932
always_shared_topk_bce,stage97_00011548,stage79_00023225,car-roundabout,8,5,linear,shared_topk_bce,14.467989279085348,15.372561228005177,15.51363312575318,17.995606893581535,0.1410718977480041,1.0456438466678328,-2.4819737678283538,0.20211611688137054,0.19551022350788116,0.357556015253067
group_best_mean_psnr,stage97_00011548,stage79_00023225,car-roundabout,8,5,linear,shared_energy_regression,14.467989279085348,15.372561228005177,15.536875097740952,17.995606893581535,0.1643138697357749,1.0688858186556036,-2.458731795840583,0.1766142100095749,0.1851280778646469,0.338568776845932
oracle_task_best,stage97_00011548,stage79_00023225,car-roundabout,8,5,linear,shared_energy_regression,14.467989279085348,15.372561228005177,15.536875097740952,17.995606893581535,0.1643138697357749,1.0688858186556036,-2.458731795840583,0.1766142100095749,0.1851280778646469,0.338568776845932
endpoint_only,stage97_00011548,stage79_00023225,car-roundabout,8,5,stage65_adapter,endpoint_diff_baseline,14.843436349507988,15.86108791546328,15.86108791546328,18.568005324328002,0.0,1.0176515659552923,-2.7069174088647223,0.14026044309139252,0.12114695459604263,0.424346923828125
always_shared_energy_regression,stage97_00011548,stage79_00023225,car-roundabout,8,5,stage65_adapter,shared_energy_regression,14.843436349507988,15.86108791546328,16.073753502770234,18.568005324328002,0.2126655873069545,1.2303171532622468,-2.494251821557768,0.2905588746070862,0.16026556491851807,0.5613694190979004
