stage97_task_id,source_task_id,sequence,reference_gap,target_index,base_method,candidate,endpoint_energy_recall,candidate_energy_recall,energy_recall_delta,endpoint_precision,candidate_precision,precision_delta,endpoint_sideinfo_psnr,candidate_sideinfo_psnr,sideinfo_psnr_delta,endpoint_delta_psnr_vs_base,candidate_delta_psnr_vs_base,delta_psnr_vs_base_delta,endpoint_gap_to_teacher,candidate_gap_to_teacher,gap_to_teacher_delta,teacher_oracle_sideinfo_psnr,energy_up,psnr_up,energy_up_psnr_down
stage97_00011160,stage79_00022423,breakdance,8,53,stage65_adapter,shared_topk_bce,0.15755285322666168,0.15395092964172363,-0.0036019235849380493,0.48534998297691345,0.4218665063381195,-0.06348347663879395,19.223939737904228,18.856523897982896,-0.36741583992133187,1.5084468104189561,1.1410309704976243,-0.36741583992133187,-1.6050888819970552,-1.972504721918387,-0.36741583992133187,20.829028619901283,0,0,0
stage97_00011316,stage79_00022805,camel,4,71,linear,shared_energy_regression,0.23143644630908966,0.299844890832901,0.06840844452381134,0.2748236656188965,0.3589256703853607,0.08410200476646423,21.24011428443101,21.322429360510263,0.08231507607925437,0.8222609249378294,0.9045760010170838,0.08231507607925437,-0.4948049293354799,-0.41248985325622556,0.08231507607925437,21.73491921376649,1,1,0
stage97_00011316,stage79_00022805,camel,4,71,linear,shared_topk_bce,0.23143644630908966,0.3093607425689697,0.07792429625988007,0.2748236656188965,0.35160064697265625,0.07677698135375977,21.24011428443101,21.30517582191844,0.0650615374874306,0.8222609249378294,0.88732246242526,0.0650615374874306,-0.4948049293354799,-0.4297433918480493,0.0650615374874306,21.73491921376649,1,1,0
stage97_00011316,stage79_00022805,camel,4,71,stage65_adapter,shared_energy_regression,0.1335795819759369,0.1755475103855133,0.041967928409576416,0.26668474078178406,0.44981008768081665,0.1831253468990326,21.523689118204583,21.37937378994827,-0.14431532825631166,0.7648766550561206,0.6205613267998089,-0.14431532825631166,-0.09556457939874363,-0.2398799076550553,-0.14431532825631166,21.619253697603327,1,0,1
stage97_00011316,stage79_00022805,camel,4,71,stage65_adapter,shared_topk_bce,0.1335795819759369,0.17853480577468872,0.04495522379875183,0.26668474078178406,0.4755832850933075,0.20889854431152344,21.523689118204583,21.352389417534788,-0.17129970066979539,0.7648766550561206,0.5935769543863252,-0.17129970066979539,-0.09556457939874363,-0.266864280068539,-0.17129970066979539,21.619253697603327,1,0,1
stage97_00011393,stage79_00022882,camel,8,74,linear,shared_energy_regression,0.22640617191791534,0.26083680987358093,0.03443063795566559,0.3141616880893707,0.3478024899959564,0.03364080190658569,19.77286382514142,19.69886468796458,-0.07399913717684115,0.6940658198235532,0.620066682646712,-0.07399913717684115,-1.0257288655927823,-1.0997280027696235,-0.07399913717684115,20.798592690734203,1,0,1
stage97_00011393,stage79_00022882,camel,8,74,linear,shared_topk_bce,0.22640617191791534,0.2638121545314789,0.03740598261356354,0.3141616880893707,0.34074878692626953,0.026587098836898804,19.77286382514142,19.671674212381824,-0.10118961275959748,0.6940658198235532,0.5928762070639557,-0.10118961275959748,-1.0257288655927823,-1.1269184783523798,-0.10118961275959748,20.798592690734203,1,0,1
stage97_00011393,stage79_00022882,camel,8,74,stage65_adapter,shared_energy_regression,0.149018794298172,0.17638340592384338,0.027364611625671387,0.3038524091243744,0.38497015833854675,0.08111774921417236,20.644918202694345,20.49789254967488,-0.14702565301946535,0.44928649331765413,0.3022608402981888,-0.14702565301946535,-0.5990449548720491,-0.7460706078915145,-0.14702565301946535,21.243963157566395,1,0,1
stage97_00011393,stage79_00022882,camel,8,74,stage65_adapter,shared_topk_bce,0.149018794298172,0.18479931354522705,0.035780519247055054,0.3038524091243744,0.41671186685562134,0.11285945773124695,20.644918202694345,20.53102532258395,-0.11389288011039511,0.44928649331765413,0.335393613207259,-0.11389288011039511,-0.5990449548720491,-0.7129378349824442,-0.11389288011039511,21.243963157566395,1,0,1
stage97_00011533,stage79_00023210,car-roundabout,4,59,linear,shared_energy_regression,0.1939908117055893,0.22738724946975708,0.033396437764167786,0.22409115731716156,0.25583288073539734,0.03174172341823578,17.229353462545085,17.342504286019405,0.11315082347432082,1.1262219409550056,1.2393727644293264,0.11315082347432082,-2.186244330581161,-2.07309350710684,0.11315082347432082,19.415597793126246,1,1,0
