sequence,frame_index,oracle_role,left_index,right_index,measurement_key,psnr,ssim,ms_ssim,lpips,payload_bytes
bike-packing,20,keyframe,20,20,keyframe::bike-packing:00020,26.567272080467824,0.8608012795448303,0.9876415729522705,0.17014195024967194,719651
bike-packing,21,residual,20,22,residual::bike-packing:00021:00020:00022,25.597244875977914,0.8242924213409424,0.9811943173408508,0.21129517257213593,163167
bike-packing,22,keyframe,22,22,keyframe::bike-packing:00022,25.410683945209005,0.8464797139167786,0.9862368702888489,0.17287872731685638,719650
bike-packing,23,residual,22,24,residual::bike-packing:00023:00022:00024,25.249944694307,0.8352200388908386,0.9831675887107849,0.19302310049533844,156154
bike-packing,24,keyframe,24,24,keyframe::bike-packing:00024,25.50536865204191,0.8474324345588684,0.9862033128738403,0.17434729635715485,719651
bike-packing,25,residual,24,26,residual::bike-packing:00025:00024:00026,25.24042201011779,0.8307929039001465,0.9825734496116638,0.19738821685314178,150522
bike-packing,26,keyframe,26,26,keyframe::bike-packing:00026,25.22533159798886,0.8445329666137695,0.9858877062797546,0.17601166665554047,719652
bike-packing,27,residual,26,28,residual::bike-packing:00027:00026:00028,25.13916650126415,0.8391619324684143,0.9838709235191345,0.18744316697120667,146860
bike-packing,28,keyframe,28,28,keyframe::bike-packing:00028,25.04689704461814,0.8408592343330383,0.9856444597244263,0.17758719623088837,719652
bike-packing,29,residual,28,30,residual::bike-packing:00029:00028:00030,25.058328949837648,0.8399724364280701,0.9843878149986267,0.18309253454208374,144944
bike-packing,30,keyframe,30,30,keyframe::bike-packing:00030,25.04453550839765,0.8416983485221863,0.985533595085144,0.1816052794456482,719649
bike-packing,31,residual,30,32,residual::bike-packing:00031:00030:00032,25.1185631512994,0.8401498794555664,0.9836564064025879,0.19212807714939117,162031
bike-packing,32,keyframe,32,32,keyframe::bike-packing:00032,25.098256923792167,0.8434996008872986,0.9858001470565796,0.1775827705860138,719646
bike-packing,33,residual,32,34,residual::bike-packing:00033:00032:00034,25.19511953959941,0.846055269241333,0.9849367737770081,0.17920172214508057,191797
bike-packing,34,keyframe,34,34,keyframe::bike-packing:00034,25.18779549032079,0.8479841351509094,0.9861426949501038,0.17562972009181976,719642
bike-packing,35,residual,34,36,residual::bike-packing:00035:00034:00036,25.280039172447385,0.8471150398254395,0.984546422958374,0.18300886452198029,194562
bike-packing,36,keyframe,36,36,keyframe::bike-packing:00036,25.11886614028116,0.8446011543273926,0.9857200980186462,0.17262989282608032,719648
bike-packing,37,residual,36,38,residual::bike-packing:00037:00036:00038,25.17277006464372,0.844041109085083,0.9842979907989502,0.18301036953926086,193406
bike-packing,38,keyframe,38,38,keyframe::bike-packing:00038,25.22594729151279,0.8466212749481201,0.9859616756439209,0.17476364970207214,719648
bike-packing,39,residual,38,40,residual::bike-packing:00039:00038:00040,25.704306347827355,0.856723964214325,0.9850069880485535,0.17695128917694092,214362
bike-packing,40,keyframe,40,40,keyframe::bike-packing:00040,25.887959987649253,0.8634281158447266,0.9872960448265076,0.16271242499351501,719650
bike-packing,41,residual,40,42,residual::bike-packing:00041:00040:00042,25.77211237643636,0.8588516712188721,0.9850205183029175,0.17651596665382385,217408
bike-packing,42,keyframe,42,42,keyframe::bike-packing:00042,25.717241310899116,0.8621459007263184,0.9872214198112488,0.1586865931749344,719650
bike-packing,43,residual,42,44,residual::bike-packing:00043:00042:00044,25.36635254649749,0.8471067547798157,0.9848273992538452,0.1841135323047638,205039
bike-packing,44,keyframe,44,44,keyframe::bike-packing:00044,25.291922532080378,0.8522111773490906,0.9866876602172852,0.1673891246318817,719655
bike-packing,45,residual,44,46,residual::bike-packing:00045:00044:00046,25.491200774483794,0.8361250758171082,0.9830479025840759,0.187785804271698,183249
bike-packing,46,keyframe,46,46,keyframe::bike-packing:00046,26.201655199688936,0.8600264191627502,0.9874252676963806,0.16041170060634613,719650
bike-packing,47,residual,46,48,residual::bike-packing:00047:00046:00048,26.70192028965281,0.8497819900512695,0.9835755825042725,0.18766236305236816,233014
bike-packing,48,keyframe,48,48,keyframe::bike-packing:00048,27.524661932305484,0.8790588974952698,0.9892271161079407,0.15668916702270508,719645
bike-packing,49,residual,48,50,residual::bike-packing:00049:00048:00050,27.130327947950907,0.8507041931152344,0.9841365814208984,0.19614280760288239,228459
bike-packing,50,keyframe,50,50,keyframe::bike-packing:00050,27.49485610447816,0.8742737770080566,0.9888255000114441,0.1639704555273056,719646
bike-packing,51,residual,50,52,residual::bike-packing:00051:00050:00052,26.7868034184424,0.8352162837982178,0.9821210503578186,0.21137471497058868,192597
bike-packing,52,keyframe,52,52,keyframe::bike-packing:00052,27.031621915684823,0.8616609573364258,0.9877426624298096,0.1773114800453186,719646
bike-packing,53,residual,52,54,residual::bike-packing:00053:00052:00054,26.54253622874094,0.8429848551750183,0.9837589859962463,0.20007728040218353,192389
bike-packing,54,keyframe,54,54,keyframe::bike-packing:00054,26.58681313197061,0.8552802205085754,0.9869371056556702,0.18211817741394043,719654
bike-packing,55,residual,54,56,residual::bike-packing:00055:00054:00056,26.241548955482905,0.8335416316986084,0.9823803305625916,0.2092956006526947,174201
bike-packing,56,keyframe,56,56,keyframe::bike-packing:00056,26.178435634236408,0.8483428955078125,0.9863247871398926,0.18359634280204773,719650
bike-packing,57,residual,56,58,residual::bike-packing:00057:00056:00058,26.294676629864007,0.8374409675598145,0.9834127426147461,0.2013341784477234,170280
bike-packing,58,keyframe,58,58,keyframe::bike-packing:00058,26.420127542328153,0.853302538394928,0.9869384765625,0.1813085526227951,719650
bike-packing,59,residual,58,60,residual::bike-packing:00059:00058:00060,26.251684426834743,0.8314929008483887,0.9820964336395264,0.2112838327884674,178113
bike-packing,60,keyframe,60,60,keyframe::bike-packing:00060,26.448226065490033,0.850659191608429,0.9865126013755798,0.17834696173667908,719638
bike-packing,61,residual,60,62,residual::bike-packing:00061:00060:00062,26.075530137711056,0.8263102173805237,0.981162965297699,0.20989951491355896,149273
bike-packing,62,keyframe,62,62,keyframe::bike-packing:00062,26.22334432969819,0.8484976887702942,0.9862348437309265,0.18212883174419403,719643
bike-packing,63,residual,62,64,residual::bike-packing:00063:00062:00064,25.993619403457696,0.8346877098083496,0.9829590320587158,0.19838622212409973,148392
bike-packing,64,keyframe,64,64,keyframe::bike-packing:00064,26.14982457184386,0.8485991954803467,0.9861311912536621,0.17693595588207245,719655
bike-packing,65,residual,64,66,residual::bike-packing:00065:00064:00066,25.966437865136133,0.839714527130127,0.983648419380188,0.2007075697183609,141976
bike-packing,66,keyframe,66,66,keyframe::bike-packing:00066,26.03905785426861,0.8480048775672913,0.9861288666725159,0.1812688410282135,719639
bike-packing,67,residual,66,68,residual::bike-packing:00067:00066:00068,25.938680327764757,0.8423987030982971,0.9842559695243835,0.19090156257152557,140997
bike-packing,68,keyframe,68,68,keyframe::bike-packing:00068,25.901909083868773,0.8472332954406738,0.986079752445221,0.1812117099761963,719651
blackswan,0,keyframe,0,0,keyframe::blackswan:00000,30.040075314666094,0.8853085041046143,0.9884489178657532,0.14606918394565582,719642
blackswan,1,residual,0,2,residual::blackswan:00001:00000:00002,29.73626215391687,0.8733528256416321,0.9853097200393677,0.16695085167884827,219778
blackswan,2,keyframe,2,2,keyframe::blackswan:00002,30.057963469731362,0.8912327289581299,0.9890475869178772,0.1501528024673462,719647
blackswan,3,residual,2,4,residual::blackswan:00003:00002:00004,29.721761293302254,0.8807072639465332,0.9861331582069397,0.1635192334651947,225895
blackswan,4,keyframe,4,4,keyframe::blackswan:00004,30.014708386717125,0.8921173214912415,0.9893144965171814,0.14730903506278992,719645
blackswan,5,residual,4,6,residual::blackswan:00005:00004:00006,29.623541012359315,0.8774354457855225,0.9860480427742004,0.16326117515563965,225775
blackswan,6,keyframe,6,6,keyframe::blackswan:00006,29.780886189349868,0.8833973407745361,0.9887059926986694,0.15388959646224976,719652
blackswan,7,residual,6,8,residual::blackswan:00007:00006:00008,29.736763671722166,0.877831220626831,0.9863449931144714,0.1577298939228058,220876
blackswan,8,keyframe,8,8,keyframe::blackswan:00008,29.923527753216803,0.8880931735038757,0.9888850450515747,0.14594869315624237,719644
blackswan,9,residual,8,10,residual::blackswan:00009:00008:00010,29.613837009176777,0.876524031162262,0.9860621094703674,0.16201981902122498,227640
blackswan,10,keyframe,10,10,keyframe::blackswan:00010,30.08813284368662,0.8894020915031433,0.9890554547309875,0.14885210990905762,719647
blackswan,11,residual,10,12,residual::blackswan:00011:00010:00012,29.954173991779257,0.8812053799629211,0.9863877892494202,0.15993773937225342,230224
blackswan,12,keyframe,12,12,keyframe::blackswan:00012,30.10867333348458,0.8881167769432068,0.9890082478523254,0.15281349420547485,719647
blackswan,13,residual,12,14,residual::blackswan:00013:00012:00014,30.54866210989928,0.8922842144966125,0.9873734712600708,0.15359726548194885,231253
blackswan,14,keyframe,14,14,keyframe::blackswan:00014,30.974793384654433,0.9021291732788086,0.990317165851593,0.13639909029006958,719643
blackswan,15,residual,14,16,residual::blackswan:00015:00014:00016,30.659665392114874,0.8902680277824402,0.9872980713844299,0.1519305258989334,233242
blackswan,16,keyframe,16,16,keyframe::blackswan:00016,31.021733653254465,0.9030032157897949,0.9903311729431152,0.1360500454902649,719651
blackswan,17,residual,16,18,residual::blackswan:00017:00016:00018,30.506282451913805,0.8913176655769348,0.9874280691146851,0.15589377284049988,232660
blackswan,18,keyframe,18,18,keyframe::blackswan:00018,30.359543086416064,0.8938255906105042,0.9893158674240112,0.15165643393993378,719653
blackswan,19,residual,18,20,residual::blackswan:00019:00018:00020,30.108531554445218,0.8865416646003723,0.9868943691253662,0.15560689568519592,228596
blackswan,20,keyframe,20,20,keyframe::blackswan:00020,30.305120010544776,0.8959741592407227,0.9894108772277832,0.1392204761505127,719653
blackswan,21,residual,20,22,residual::blackswan:00021:00020:00022,29.9782856875736,0.8841206431388855,0.9866300821304321,0.15898959338665009,226917
blackswan,22,keyframe,22,22,keyframe::blackswan:00022,30.475176319498225,0.8992030024528503,0.9897427558898926,0.13924086093902588,719650
blackswan,23,residual,22,24,residual::blackswan:00023:00022:00024,30.21296817107721,0.8894090056419373,0.986856997013092,0.1555953323841095,224824
blackswan,24,keyframe,24,24,keyframe::blackswan:00024,30.551588515865692,0.9001529216766357,0.9896149635314941,0.13834913074970245,719650
blackswan,25,residual,24,26,residual::blackswan:00025:00024:00026,30.41144629501229,0.8927249908447266,0.9873010516166687,0.15178465843200684,224734
blackswan,26,keyframe,26,26,keyframe::blackswan:00026,30.688241196775646,0.9023268222808838,0.9901338815689087,0.1388506442308426,719651
blackswan,27,residual,26,28,residual::blackswan:00027:00026:00028,30.017426846142705,0.8822299838066101,0.9862182140350342,0.16331693530082703,220000
blackswan,28,keyframe,28,28,keyframe::blackswan:00028,30.38051133306757,0.8984327912330627,0.9896054267883301,0.1427311897277832,719655
blackswan,29,residual,28,30,residual::blackswan:00029:00028:00030,30.21433809136667,0.8914058804512024,0.9875569939613342,0.15123796463012695,232324
blackswan,30,keyframe,30,30,keyframe::blackswan:00030,30.282200080177564,0.8926100134849548,0.9891753792762756,0.14944647252559662,719652
blackswan,31,residual,30,32,residual::blackswan:00031:00030:00032,30.062589122416128,0.8880839347839355,0.9871924519538879,0.16113686561584473,225607
blackswan,32,keyframe,32,32,keyframe::blackswan:00032,30.19432197545428,0.896022617816925,0.9896212816238403,0.14203138649463654,719658
blackswan,33,residual,32,34,residual::blackswan:00033:00032:00034,29.880262514890966,0.8831865191459656,0.9865630269050598,0.1663062572479248,221083
blackswan,34,keyframe,34,34,keyframe::blackswan:00034,30.05632929017605,0.8943790793418884,0.9893901944160461,0.14633876085281372,719650
blackswan,35,residual,34,36,residual::blackswan:00035:00034:00036,29.934200845261252,0.8858283162117004,0.9871888160705566,0.16249927878379822,231412
blackswan,36,keyframe,36,36,keyframe::blackswan:00036,29.889455808449984,0.8881046772003174,0.988896906375885,0.15098245441913605,719646
blackswan,37,residual,36,38,residual::blackswan:00037:00036:00038,29.72773237894672,0.8836545348167419,0.9868469834327698,0.16869136691093445,229067
blackswan,38,keyframe,38,38,keyframe::blackswan:00038,29.740796952133138,0.8888629078865051,0.9890085458755493,0.15256012976169586,719651
blackswan,39,residual,38,40,residual::blackswan:00039:00038:00040,29.423161568743087,0.8778753280639648,0.986304521560669,0.16609954833984375,230293
blackswan,40,keyframe,40,40,keyframe::blackswan:00040,29.67436701843934,0.8882209658622742,0.989001989364624,0.1559593677520752,719652
blackswan,41,residual,40,42,residual::blackswan:00041:00040:00042,29.49450257482974,0.8811755180358887,0.9864831566810608,0.16744744777679443,228187
blackswan,42,keyframe,42,42,keyframe::blackswan:00042,29.48799142510943,0.8847815990447998,0.9886881709098816,0.1610056757926941,719656
blackswan,43,residual,42,44,residual::blackswan:00043:00042:00044,29.459495985380222,0.8803890347480774,0.9862939715385437,0.16530781984329224,223734
blackswan,44,keyframe,44,44,keyframe::blackswan:00044,29.59649290567309,0.8863258361816406,0.9888725876808167,0.16290661692619324,719646
blackswan,45,residual,44,46,residual::blackswan:00045:00044:00046,29.393487542861383,0.8767478466033936,0.9858205318450928,0.16702891886234283,228366
blackswan,46,keyframe,46,46,keyframe::blackswan:00046,29.72616134378457,0.8891093134880066,0.988865315914154,0.1576581448316574,719649
blackswan,47,residual,46,48,residual::blackswan:00047:00046:00048,29.664513809882187,0.8864867687225342,0.9868984222412109,0.1615191102027893,229624
blackswan,48,keyframe,48,48,keyframe::blackswan:00048,29.741669132090053,0.8901607394218445,0.9889869689941406,0.14924681186676025,719644
blackswan,49,keyframe,49,49,keyframe::blackswan:00049,29.988845750369517,0.895213782787323,0.9894102811813354,0.1464017927646637,719645
bmx-trees,0,keyframe,0,0,keyframe::bmx-trees:00000,32.402202718572404,0.9032070636749268,0.9892457127571106,0.08098333328962326,719647
bmx-trees,1,residual,0,2,residual::bmx-trees:00001:00000:00002,31.921583826751025,0.8813502192497253,0.9838055372238159,0.1254122257232666,239812
bmx-trees,2,keyframe,2,2,keyframe::bmx-trees:00002,32.48527947814702,0.9045026898384094,0.9893609881401062,0.07892739772796631,719650
bmx-trees,3,residual,2,4,residual::bmx-trees:00003:00002:00004,31.75982336370752,0.8901433944702148,0.9845772981643677,0.12989576160907745,242566
bmx-trees,4,keyframe,4,4,keyframe::bmx-trees:00004,32.08939217329148,0.900018036365509,0.9894781112670898,0.09742306917905807,719648
bmx-trees,5,residual,4,6,residual::bmx-trees:00005:00004:00006,31.39449565607603,0.8886339664459229,0.9844266176223755,0.13411477208137512,243597
bmx-trees,6,keyframe,6,6,keyframe::bmx-trees:00006,31.670707644131536,0.8998175263404846,0.9889159798622131,0.08888314664363861,719641
bmx-trees,7,residual,6,8,residual::bmx-trees:00007:00006:00008,31.204984049446985,0.8861963748931885,0.9847941994667053,0.11315324902534485,240933
bmx-trees,8,keyframe,8,8,keyframe::bmx-trees:00008,32.03092564945508,0.9018517136573792,0.9899413585662842,0.08703827857971191,719639
bmx-trees,9,residual,8,10,residual::bmx-trees:00009:00008:00010,32.80475661531518,0.8884482979774475,0.986903965473175,0.12052464485168457,238870
bmx-trees,10,keyframe,10,10,keyframe::bmx-trees:00010,32.31577502619408,0.905744731426239,0.9905105829238892,0.08143997192382812,719648
bmx-trees,11,residual,10,12,residual::bmx-trees:00011:00010:00012,32.89563085141249,0.898099958896637,0.9877508282661438,0.10739348828792572,239896
bmx-trees,12,keyframe,12,12,keyframe::bmx-trees:00012,33.10763781208017,0.9121106266975403,0.9912182688713074,0.07252251356840134,719645
bmx-trees,13,residual,12,14,residual::bmx-trees:00013:00012:00014,32.48786260377711,0.9033434391021729,0.9883894324302673,0.1017291322350502,247213
bmx-trees,14,keyframe,14,14,keyframe::bmx-trees:00014,33.49711367464751,0.9187024235725403,0.9917287230491638,0.07518310099840164,719640
bmx-trees,15,residual,14,16,residual::bmx-trees:00015:00014:00016,33.489116441592024,0.904705822467804,0.9887037873268127,0.09953539073467255,237322
bmx-trees,16,keyframe,16,16,keyframe::bmx-trees:00016,34.4403745624635,0.9204333424568176,0.9919809699058533,0.07663296908140182,719646
bmx-trees,17,residual,16,18,residual::bmx-trees:00017:00016:00018,34.0929998753941,0.907402753829956,0.9889583587646484,0.11183346807956696,241271
bmx-trees,18,keyframe,18,18,keyframe::bmx-trees:00018,35.484172737185,0.9320562481880188,0.993218183517456,0.06921182572841644,719648
bmx-trees,19,residual,18,20,residual::bmx-trees:00019:00018:00020,34.45662408234467,0.9120702743530273,0.9893447756767273,0.1035931408405304,239375
bmx-trees,20,keyframe,20,20,keyframe::bmx-trees:00020,35.21952806012798,0.9325019717216492,0.993047297000885,0.07180451601743698,719646
bmx-trees,21,residual,20,22,residual::bmx-trees:00021:00020:00022,33.95743066558299,0.9216058850288391,0.9897834658622742,0.10383538901805878,240244
bmx-trees,22,keyframe,22,22,keyframe::bmx-trees:00022,34.00363403067475,0.9281017184257507,0.9923388957977295,0.08348634839057922,719651
bmx-trees,23,residual,22,24,residual::bmx-trees:00023:00022:00024,33.823585849289955,0.914039671421051,0.989672839641571,0.12674665451049805,244274
bmx-trees,24,keyframe,24,24,keyframe::bmx-trees:00024,34.2582590727961,0.9316083788871765,0.9927162528038025,0.09878747910261154,719650
bmx-trees,25,residual,24,26,residual::bmx-trees:00025:00024:00026,33.14746271773278,0.9159905910491943,0.9896271824836731,0.12445272505283356,246485
bmx-trees,26,keyframe,26,26,keyframe::bmx-trees:00026,33.401870156045874,0.9293930530548096,0.9923011660575867,0.09975531697273254,719653
bmx-trees,27,residual,26,28,residual::bmx-trees:00027:00026:00028,32.4504488292078,0.9184444546699524,0.9896219968795776,0.11294549703598022,252069
bmx-trees,28,keyframe,28,28,keyframe::bmx-trees:00028,31.827092128794135,0.9211487770080566,0.9907857179641724,0.09511411935091019,719643
bmx-trees,29,residual,28,30,residual::bmx-trees:00029:00028:00030,31.554590181295534,0.9129102230072021,0.988672137260437,0.11125220358371735,251055
bmx-trees,30,keyframe,30,30,keyframe::bmx-trees:00030,32.361361198532144,0.9265966415405273,0.9911608099937439,0.08915110677480698,719650
bmx-trees,31,keyframe,31,31,keyframe::bmx-trees:00031,33.3095672557742,0.932438313961029,0.991727352142334,0.08111889660358429,719646
bmx-trees,32,keyframe,32,32,keyframe::bmx-trees:00032,33.295775400857124,0.9332464337348938,0.9919301271438599,0.08026503026485443,719642
bmx-trees,33,residual,32,34,residual::bmx-trees:00033:00032:00034,31.978088819184165,0.9152665138244629,0.9891279935836792,0.10027965158224106,256720
bmx-trees,34,keyframe,34,34,keyframe::bmx-trees:00034,28.6732643138187,0.8853490352630615,0.9862299561500549,0.12546244263648987,719649
bmx-trees,35,keyframe,35,35,keyframe::bmx-trees:00035,29.389658681703075,0.8963688015937805,0.9874764680862427,0.11686243861913681,719648
bmx-trees,36,keyframe,36,36,keyframe::bmx-trees:00036,30.73477119405311,0.9165112972259521,0.98956698179245,0.10134023427963257,719652
bmx-trees,37,residual,36,38,residual::bmx-trees:00037:00036:00038,30.811376092403794,0.9120678305625916,0.9881929755210876,0.10662855207920074,252455
bmx-trees,38,keyframe,38,38,keyframe::bmx-trees:00038,30.566625763113542,0.9135866165161133,0.9893463253974915,0.10753914713859558,719647
bmx-trees,39,residual,38,40,residual::bmx-trees:00039:00038:00040,29.95891571778889,0.9004544615745544,0.986770510673523,0.11978474259376526,256290
bmx-trees,40,keyframe,40,40,keyframe::bmx-trees:00040,30.04690557480749,0.9060810208320618,0.9882611036300659,0.11172415316104889,719652
bmx-trees,41,residual,40,42,residual::bmx-trees:00041:00040:00042,29.977996938580805,0.9003171920776367,0.9869958758354187,0.11976094543933868,250478
bmx-trees,42,keyframe,42,42,keyframe::bmx-trees:00042,30.808866832396195,0.910885751247406,0.9898866415023804,0.10599590837955475,719651
bmx-trees,43,residual,42,44,residual::bmx-trees:00043:00042:00044,30.453773799888687,0.8998398780822754,0.9876935482025146,0.1224762350320816,249446
bmx-trees,44,keyframe,44,44,keyframe::bmx-trees:00044,30.561844335622865,0.9098653197288513,0.9898768067359924,0.11348143219947815,719651
bmx-trees,45,residual,44,46,residual::bmx-trees:00045:00044:00046,30.18772564001546,0.8985350131988525,0.9875631928443909,0.1283062994480133,250641
bmx-trees,46,keyframe,46,46,keyframe::bmx-trees:00046,29.977773095864624,0.8994126319885254,0.9890094995498657,0.12631657719612122,719653
bmx-trees,47,residual,46,48,residual::bmx-trees:00047:00046:00048,29.978707778570012,0.8999444842338562,0.9874114394187927,0.12535782158374786,252293
bmx-trees,48,keyframe,48,48,keyframe::bmx-trees:00048,31.05800335565734,0.9134684205055237,0.9900273084640503,0.10548794269561768,719652
bmx-trees,49,residual,48,50,residual::bmx-trees:00049:00048:00050,30.415070682703288,0.8963287472724915,0.9873738288879395,0.1299828141927719,254053
bmx-trees,50,keyframe,50,50,keyframe::bmx-trees:00050,30.33227727276277,0.9038785099983215,0.9893989562988281,0.11542516946792603,719648
bmx-trees,51,residual,50,52,residual::bmx-trees:00051:00050:00052,28.36572988064558,0.8631582856178284,0.984865665435791,0.15037474036216736,242228
bmx-trees,52,keyframe,52,52,keyframe::bmx-trees:00052,27.7924361506782,0.8471975326538086,0.9857979416847229,0.15540461242198944,719655
bmx-trees,53,residual,52,54,residual::bmx-trees:00053:00052:00054,29.55735913423638,0.886843740940094,0.9871023297309875,0.13977062702178955,245713
bmx-trees,54,keyframe,54,54,keyframe::bmx-trees:00054,30.84422887916159,0.9095413684844971,0.9900615215301514,0.1066412478685379,719650
bmx-trees,55,residual,54,56,residual::bmx-trees:00055:00054:00056,30.946120042205948,0.899562418460846,0.9878683686256409,0.13222052156925201,247082
bmx-trees,56,keyframe,56,56,keyframe::bmx-trees:00056,30.651227747924644,0.9061064720153809,0.9897110462188721,0.11187443137168884,719652
bmx-trees,57,residual,56,58,residual::bmx-trees:00057:00056:00058,27.607797175322858,0.8273490071296692,0.9823891520500183,0.17279314994812012,241751
bmx-trees,58,keyframe,58,58,keyframe::bmx-trees:00058,26.59275635617786,0.8106675148010254,0.9825444221496582,0.19404679536819458,719651
bmx-trees,59,residual,58,60,residual::bmx-trees:00059:00058:00060,27.638642906999408,0.8351895809173584,0.9831489324569702,0.17905458807945251,237921
bmx-trees,60,keyframe,60,60,keyframe::bmx-trees:00060,30.863160078403258,0.9016875624656677,0.9902978539466858,0.12683521211147308,719640
bmx-trees,61,residual,60,62,residual::bmx-trees:00061:00060:00062,30.945806673262947,0.8938870429992676,0.9876725077629089,0.14114141464233398,244318
bmx-trees,62,keyframe,62,62,keyframe::bmx-trees:00062,30.797228426267186,0.9010240435600281,0.9897603988647461,0.12379121780395508,719645
bmx-trees,63,residual,62,64,residual::bmx-trees:00063:00062:00064,26.63836590466641,0.8091788291931152,0.9796160459518433,0.1984565705060959,246498
bmx-trees,64,keyframe,64,64,keyframe::bmx-trees:00064,26.807514211307712,0.8139531016349792,0.9817614555358887,0.1931186020374298,719653
bmx-trees,65,residual,64,66,residual::bmx-trees:00065:00064:00066,27.06360413045325,0.8153679966926575,0.9800820350646973,0.19187031686306,246066
bmx-trees,66,keyframe,66,66,keyframe::bmx-trees:00066,27.316282230091083,0.8214877247810364,0.9823637008666992,0.1824464052915573,719647
bmx-trees,67,residual,66,68,residual::bmx-trees:00067:00066:00068,27.172361409907314,0.8128616213798523,0.9790555238723755,0.19543546438217163,246374
bmx-trees,68,keyframe,68,68,keyframe::bmx-trees:00068,26.62287665021197,0.7963101267814636,0.97914719581604,0.20633003115653992,719645
bmx-trees,69,residual,68,70,residual::bmx-trees:00069:00068:00070,26.346621967187282,0.7858102917671204,0.9767221808433533,0.213347390294075,246841
bmx-trees,70,keyframe,70,70,keyframe::bmx-trees:00070,26.368614908067283,0.7882819175720215,0.9783170819282532,0.2085036188364029,719647
bmx-trees,71,residual,70,72,residual::bmx-trees:00071:00070:00072,26.372442638116258,0.785742461681366,0.9767138361930847,0.21338942646980286,246626
bmx-trees,72,keyframe,72,72,keyframe::bmx-trees:00072,26.373183935526377,0.7863518595695496,0.979002833366394,0.21456146240234375,719651
bmx-trees,73,residual,72,74,residual::bmx-trees:00073:00072:00074,25.929361747054898,0.7701666355133057,0.9751722812652588,0.22459810972213745,244138
bmx-trees,74,keyframe,74,74,keyframe::bmx-trees:00074,26.067866015667143,0.7727715373039246,0.9776834845542908,0.22103270888328552,719650
bmx-trees,75,residual,74,76,residual::bmx-trees:00075:00074:00076,26.342913625526784,0.7776249051094055,0.9762237071990967,0.22580067813396454,242187
bmx-trees,76,keyframe,76,76,keyframe::bmx-trees:00076,26.581818706067295,0.7842587828636169,0.9789289832115173,0.2136971354484558,719651
bmx-trees,77,residual,76,78,residual::bmx-trees:00077:00076:00078,26.32197215283123,0.7736475467681885,0.9762035012245178,0.22617501020431519,238198
bmx-trees,78,keyframe,78,78,keyframe::bmx-trees:00078,26.023415617508153,0.7636113166809082,0.9775185585021973,0.2230439931154251,719650
